vendor,category,sku,name,unit,price,url,brand,image,scrape_date
Turks Tra Lumber,Lumber & Framing Components,20LVL14,"1 3/4"" X 14” Versa-Lam® 2.1E 3100 Laminated Veneer Lumber Beam",,Sold; Call for pricing: 1-855-561-1114,https://turkstralumber.com/products/1-3-4-x-14-versa-lam%C2%AE-2-1e-3100-laminated-veneer-lumber-beam,BOISE CASCADE WOOD PRODUCTS,https://turkstralumber.com/cdn/shop/files/LVLinuse_d4706219-5d65-4e7a-976d-b12cce2d6a75.jpg,2026-01-10 21:49:22.971696
Turks Tra Lumber,Lumber & Framing Components,20LVL10,"1 3/4"" X 9 1/2” Versa-Lam® 2.1E 3100 Laminated Veneer Lumber Beam",,Sold; Call for pricing: 1-855-561-1114,https://turkstralumber.com/products/1-3-4-x-9-1-2-versa-lam%C2%AE-2-1e-3100-laminated-veneer-lumber-beam,BOISE CASCADE WOOD PRODUCTS,https://turkstralumber.com/cdn/shop/files/LVLinuse_f9e77fbd-2b1d-40c0-8255-d49d128007ea.jpg,2026-01-10 21:49:23.039993
Turks Tra Lumber,Lumber & Framing Components,20LVL12,"1 3/4"" X 11 7/8” Versa-Lam® 2.1E 3100 Laminated Veneer Lumber Beam",,Sold; Call for pricing: 1-855-561-1114,https://turkstralumber.com/products/1-3-4-x-11-7-8-versa-lam%C2%AE-2-1e-3100-laminated-veneer-lumber-beam,BOISE CASCADE WOOD PRODUCTS,https://turkstralumber.com/cdn/shop/files/LVLinuse.jpg,2026-01-10 21:49:23.138469
Turks Tra Lumber,Lumber & Framing Components,WIND,WB-747 Wind Brace X 135 (11 Feet-3 Inch),/ Piece,$19.55,https://turkstralumber.com/products/wb-747-wind-brace-x-135-11-feet-3-inch,BAILEY METAL PRODUCTS LTD.,https://turkstralumber.com/cdn/shop/files/Wind2.jpg,2026-01-10 21:49:23.230318
Turks Tra Lumber,Lumber & Framing Components,1816S,1”x8”x16’ Spruce Strapping,/ Piece,$13.40,https://turkstralumber.com/products/1-x-8-x-16-spruce-strapping-boards,TURKSTRA,https://turkstralumber.com/cdn/shop/files/1816S.jpg,2026-01-10 21:49:23.322192
Turks Tra Lumber,Lumber & Framing Components,18OSBRIM,1 1/8” X 18” X 12’ OSB Rim board for AJS and BCI joists,,Sold; Call for pricing: 1-855-561-1114,https://turkstralumber.com/products/1-1-8-x-18-x-12-osb-rim-board-for-ajs-and-bci-joists,CANWEL DISTRIBUTION LTD,https://turkstralumber.com/cdn/shop/files/Rimboard_26dab0e8-2615-476b-be3b-5c33dd4ced6e.jpg,2026-01-10 21:49:23.391050
Turks Tra Lumber,Lumber & Framing Components,16OSBRIM,1 1/8” X 16” X 12’ OSB Rim board for AJS and BCI joists,,Sold; Call for pricing: 1-855-561-1114,https://turkstralumber.com/products/1-1-8-x-16-x-12-osb-rim-board-for-ajs-and-bci-joists,CANWEL DISTRIBUTION LTD,https://turkstralumber.com/cdn/shop/files/Rimboard_2bb544f6-1dc8-498d-be87-3bfe343a2999.jpg,2026-01-10 21:49:52.581412
Turks Tra Lumber,Lumber & Framing Components,14OSBRIM,1 1/8” X 14” X 12’ OSB Rim board for AJS and BCI joists,,Sold; Call for pricing: 1-855-561-1114,https://turkstralumber.com/products/1-1-8-x-14-x-12-osb-rim-board-for-ajs-and-bci-joists,CANWEL DISTRIBUTION LTD,https://turkstralumber.com/cdn/shop/files/Rimboard_189d57cd-587e-4887-bb28-93971645e19d.jpg,2026-01-10 21:49:52.650483
Turks Tra Lumber,Lumber & Framing Components,12OSBRIM,1 1/8” X 11 7/8” X 12’ OSB Rim board for AJS and BCI joists,,Sold; Call for pricing: 1-855-561-1114,https://turkstralumber.com/products/1-1-8-x-11-7-8-x-12-osb-rim-board-for-ajs-and-bci-joists,CANWEL DISTRIBUTION LTD,https://turkstralumber.com/cdn/shop/files/Rimboard.jpg,2026-01-10 21:49:52.732243
Turks Tra Lumber,Lumber & Framing Components,10OSBRIM,1 1/8” X 9 1/2” X 12’ OSB Rim board for AJS and BCI joists,,Sold; Call for pricing: 1-855-561-1114,https://turkstralumber.com/products/1-1-8-x-9-1-2-x-12-osb-rim-board-for-ajs-and-bci-joists,CANWEL DISTRIBUTION LTD,https://turkstralumber.com/cdn/shop/files/Rimboard_5097e2d7-5c67-494e-abc5-70cef8cd1fe7.jpg,2026-01-10 21:49:52.801098
Turks Tra Lumber,Lumber & Framing Components,2610SPC,2” X 6” X 116 5/8” Kiln Dried Spruce Lumber,/ Piece,$9.88,https://turkstralumber.com/products/2-x-6-x-116-5-8-kiln-dried-spruce-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/26__S_69a26401-1eb4-4b83-bf19-ad78623d0736.jpg,2026-01-10 21:49:52.893331
Turks Tra Lumber,Lumber & Framing Components,2410SPC,2”x4”x116-5/8” Kiln Dried Spruce Lumber,/ Piece,$5.09,https://turkstralumber.com/products/2-x-4-x-116-5-8-kiln-dried-spruce-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/24__S_7f328bfd-01f8-4a5e-9157-4ec3b208da7e.jpg,2026-01-10 21:49:53.022659
Turks Tra Lumber,Lumber & Framing Components,26SPC,2” X 6” X 92 5/8” Spruce Stud,/ Piece,$6.43,https://turkstralumber.com/products/2-x-6-x-92-5-8-kiln-dried-spruce-construction-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/26__S.jpg,2026-01-10 21:49:53.114651
Turks Tra Lumber,Lumber & Framing Components,249SPC,2”x4”x104-5/8” Spruce Stud,/ Piece,$4.76,https://turkstralumber.com/products/2-x-4-x-104-5-8-kiln-dried-spruce-construction-lumber,TURKSTRA,https://turkstralumber.com/cdn/shop/files/24__S_87e7e2c2-7cd5-4246-ac87-fe50b4c50003.jpg,2026-01-10 21:49:53.205367
Turks Tra Lumber,Lumber & Framing Components,2216S,2”x2”x16’ Spruce Strapping,/ Piece,$6.95,https://turkstralumber.com/products/2-x-2-x-16-spruce-strapping-boards-2,TURKSTRA,https://turkstralumber.com/cdn/shop/files/2x2spruce_a7418d97-8825-4b73-be45-136e5d8da705.jpg,2026-01-10 21:49:53.296498
Turks Tra Lumber,Lumber & Framing Components,18RP,1”x8” Rough Pine #4 Resawn Boards,/ Lineal Foot,$1.65,https://turkstralumber.com/products/1-x-8-rough-pine-4-resawn-boards,TURKSTRALUMBERLTD,https://turkstralumber.com/cdn/shop/files/112__bp_13435117-6b39-4e88-bec5-177c6318d6d1.jpg,2026-01-10 21:49:53.388394
Turks Tra Lumber,Lumber & Framing Components,1412S,1”x4”x12’ Spruce Strapping,/ Piece,$4.55,https://turkstralumber.com/products/1-x-4-x-12-spruce-strapping-boards-2,TURKSTRA,https://turkstralumber.com/cdn/shop/files/1x4spruce.jpg,2026-01-10 21:49:53.510341
Turks Tra Lumber,Lumber & Framing Components,1312S,1”x3”x12’ Spruce Strapping,/ Piece,$5.33,https://turkstralumber.com/products/1-x-3-x-12-spruce-strapping-boards-2,TURKSTRA,https://turkstralumber.com/cdn/shop/files/1x3spruce.jpg,2026-01-10 21:49:53.600919
Turks Tra Lumber,Lumber & Framing Components,1616S,1”x6”x16’ Spruce Strapping,/ Piece,$10.05,https://turkstralumber.com/products/1-x-6-x-16-spruce-strapping-boards,TURKSTRA,https://turkstralumber.com/cdn/shop/files/1x6spruce.jpg,2026-01-10 21:49:53.692300
Turks Tra Lumber,Lumber & Framing Components,1612S,1”x6”x12’ Spruce Strapping,/ Piece,$3.40,https://turkstralumber.com/products/1-x-6-x-12-spruce-strapping-boards-2,TURKSTRA,https://turkstralumber.com/cdn/shop/files/1x6spruce_5b2736d0-7822-42f8-9eb5-f5cb77cf5050.jpg,2026-01-10 21:49:53.784308
