Year Company,Set Name,Player Name,Card Number,Cert ,GRADE,TOTAL,Surface,Corners & Edges,Centering,Creases/Dents,Additional Notes,@GradeImg,@SubImg,@QRcode
2018 Topps,2018 Gallery - Masterpiece - RC,Shohei Ohtani,#M-30,451380,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00451380.eps
1975 Topps,Baltimore Orioles,Jim Palmer,#335,453080,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00453080.eps
1985 Topps,1984 United States Baseball Team,Mark McGwire,#401,453081,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00453081.eps
1991 Fleer,Pro-Visions,Mike Greenwell,#8,453082,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00453082.eps
2007 Topps,Series One - A.L. Rookie of the Year,Justin Verlander,#326,453083,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00453083.eps
2007 Topps,Series Two,Roger Clemens,#340,453084,DEGREE 8,8,2,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2231.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00453084.eps
2025 Pokemon,ME - Phantasmal Flames,Mega Charizard X ex - FA - SECRET,#109,452325,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452325.eps
2023 Pokemon,S&V - 151,Wartortle - FA - SECRET,#171,452326,DEGREE 9,9,3,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3231.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452326.eps
2025 Pokemon,S&V - Prismatic Evolutions,Dragapult ex - FA - SECRET,#165,452327,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452327.eps
2023 Pokemon,S&V - 151,Pikachu - FA - SECRET,#173,452328,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452328.eps
2023 Pokemon,S&V Black Star Promo,Snorlax - FA,#51,452329,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452329.eps
1991 Fleer,Pro-Visions,Bo Jackson,#5,452310,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452310.eps
1968 Topps,1967 RBI Leaders,Orlando Cepeda/Bob Clemente/Hank Aaron,#3,452311,DEGREE 0,0,1,1,1,-4,Crease found on the front of the card - Extending from the center-right edge into Bob Clemente's portrait,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-0.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-111-4.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452311.eps
2025 Panini,2025 Donruss - Vortex - RC,Jalen Milroe,#12,452312,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452312.eps
2025 Panini,2025 Mosaic - International Games,Gabriel Davis - HONEYCOMB,#255,452313,DEGREE 8,8,3,3,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3311.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452313.eps
1991 Score,Series 2 - Master Blaster,Bo Jackson,#692,452314,DEGREE 6,6,1,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-6.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-1221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452314.eps
2022 Pokemon,SWSH Black Star Promo,Machamp - HOLO,#SWSH243,452253,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452253.eps
2020 Pokemon,SWSH Black Star Promo,Eternatus VMAX - FA,#SWSH045,452254,DEGREE 9,9,3,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3231.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452254.eps
2024 Pokemon,S&V Black Star Promo,Charizard ex - HOLO,#161,452255,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452255.eps
2025 Pokemon,ME Black Star Promo,Mega Latias ex - HOLO,#11,452256,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452256.eps
2023 Pokemon,SWSH - Crown Zenith - Galarian Gallery,Bidoof - FA,#GG29,452257,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452257.eps
2025 Topps,2025 Bowman,Paul Skenes,#30,452154,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452154.eps
2025 Topps,2025 Heritage,Paul Skenes,#60,452155,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452155.eps
2025 Panini,2025 Donruss - Rated Prospect,Bubba Chandler,#193,452156,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452156.eps
2024 Topps,NOW - Offseason - RC,"Paul Skenes - PR: 43,593",#OS-2,452157,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452157.eps
2024 Topps,NOW - Rookie Cup - RC,"Paul Skenes - PR: 6,970",#RC-10,452158,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452158.eps
2023 Panini,2023 Prestige,Micah Parsons - HYPER XTRA POINTS,#83,452079,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452079.eps
2024 Panini,2024 Mosaic - Montage,Brock Purdy - MOSAIC,#M-4,452080,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452080.eps
2022 Panini,2022 Score - Celebration,Tom Brady,#C-TB,452081,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452081.eps
2025 Panini,2024 Phoenix - Treasured Tandems,Jalen Hurts/A.J. Brown - LAZER,#TT-PHL,452082,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452082.eps
2023 Panini,2023 Donruss - Elite Series,Christian McCaffrey,#ES-13,452083,DEGREE 9,9,2,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00452083.eps
2017 Pokemon Japanese,S&M - Ultra Sun,Leafeon GX,#012,453257,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00453257.eps
2023 Pokemon,SWSH - Crown Zenith,Leafeon V,#13,453258,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00453258.eps
2024 Pokemon,Trick or Trade 2024,Gengar - HOLO,#57,453259,DEGREE 8,8,3,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00453259.eps
2024 Upper Deck,2024 SkyBox - Marvel - Masterpieces '92 Platinum,Doctor Doom - PURPLE CRYSTALS,#26,453260,DEGREE 8,8,3,3,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3311.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00453260.eps
2024 Upper Deck,2024 SkyBox - Marvel - Masterpieces '92 Platinum,Doctor Doom,#26,453261,DEGREE 8,8,2,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2231.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00453261.eps
1994 Fleer,Flair - Marvel Annual,Maximum Carnage,#104,453262,DEGREE 7,7,3,2,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3211.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00453262.eps
1994 Fleer,Flair - Marvel Annual,Shriek,,453263,DEGREE 6,6,2,2,1,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-6.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2211.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00453263.eps
1994 Fleer,Flair - Marvel Annual,Spider-Demon,,453264,DEGREE 8,8,2,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00453264.eps
2025 Topps,2025 Chrome - Shadow Etch,Shohei Ohtani,#SE-1,450491,DEGREE 9,9,3,3,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-9.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3321.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00450491.eps
2023 Topps,Series 1 - Home Field Advantage,Shohei Ohtani,#HA-3,450492,DEGREE 8,8,2,2,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-8.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2231.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00450492.eps
2022 Topps,Series 1 - 1st Edition - 06/25,Aaron Judge - BLACK,#99,450493,DEGREE 10,10,3,3,3,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-10.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-3331.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00450493.eps
2024 Topps,Update Series - Black Gold - RC,Paul Skenes,#BG-17,450494,DEGREE 7,7,2,2,2,1,,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:degree-7.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:degree-labels:back-subgrades:back-subgrade-2221.eps,macintosh hd:users:joeyd:desktop:degree:orders:labels print ready:2025:January:labels-00450476-00461703:qr_codes:00450494.eps
